grid_id,date,city,female_sum_day,female_sum_night,male_sum_day,male_sum_night,log_female_night,log_male_night,year,month,day,weekday,is_weekend,tavg_night,prcp_night,wspd_night,pres_night,rhum_night,lon,lat,grid_area_m2,Pop_Total,Pop_Female_20_50,Pop_Male_20_50,NDVI,walkability_global_z,walkability_city_z,NTL_mean_grid,gdp_2022,built_density_2020,ssx_choice_r5000,ssx_has_segment,Female_Employment_Rate_15plus_WorldBank,Labour_force_participation_rate_F_Fig4,SDG11_71pct,SDG_3_1_Maternal_mortality_ratio,SDG_3_7_Adolescent_birth_rate,SDG_5_5_Share_of_seats_in_parliament,SDG_4_4_Population_with_at_least_some_secondary_education_F
10056,2023-10-14,Auckland,1,0,4,3,0.6931471805599453,1.0986122886681098,2023,10,14,6,True,17.5333333333333,0.2,23.4666666666667,1016.475,73.4166666666667,174.504195893934,-36.9357986582921,39999.9999999418,0.443235175599355,0.117347758999829,0.119188902359826,0.8698,-0.539417435678025,-0.484369681502554,0.00181807,101266720,0.0005327375241395,358113.201261046,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10056,2023-10-15,Auckland,4,3,1,2,,0.6931471805599453,2023,10,15,7,True,17.35,4.7,10.95,1022.375,72.1666666666667,174.504195893934,-36.9357986582921,39999.9999999418,0.443235175599355,0.117347758999829,0.119188902359826,0.8698,-0.539417435678025,-0.484369681502554,0.0046174,101266720,0.0005327375241395,358113.201261046,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10056,2023-10-29,Auckland,1,3,3,0,0.6931471805599453,,2023,10,29,7,True,16.2666666666667,2.0,34.4166666666667,1007.39166666667,84.9166666666667,174.504195893934,-36.9357986582921,39999.9999999418,0.443235175599355,0.117347758999829,0.119188902359826,0.8698,-0.539417435678025,-0.484369681502554,0.00248731,101266720,0.0005327375241395,358113.201261046,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10057,2023-10-07,Auckland,2,1,3,4,0.6931471805599453,1.3862943611198906,2023,10,7,6,True,13.8083333333333,5.4,13.3416666666667,1002.40833333333,83.8333333333333,174.504254661934,-36.9339974674025,40000.0000002969,0.443235175603289,0.117347759000871,0.119188902360884,0.8698,-0.539417435678025,-0.484369681502554,0.00191863,101266720,0.0003942999313753,336859.356441091,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10057,2023-10-14,Auckland,2,4,2,1,1.3862943611198906,0.0,2023,10,14,6,True,17.5333333333333,0.2,23.4666666666667,1016.475,73.4166666666667,174.504254661934,-36.9339974674025,40000.0000002969,0.443235175603289,0.117347759000871,0.119188902360884,0.8698,-0.539417435678025,-0.484369681502554,0.00104832,101266720,0.0003942999313753,336859.356441091,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10057,2023-10-15,Auckland,3,5,2,0,1.791759469228055,,2023,10,15,7,True,17.35,4.7,10.95,1022.375,72.1666666666667,174.504254661934,-36.9339974674025,40000.0000002969,0.443235175603289,0.117347759000871,0.119188902360884,0.8698,-0.539417435678025,-0.484369681502554,0.00271397,101266720,0.0003942999313753,336859.356441091,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10057,2023-10-29,Auckland,2,2,1,2,0.0,0.6931471805599453,2023,10,29,7,True,16.2666666666667,2.0,34.4166666666667,1007.39166666667,84.9166666666667,174.504254661934,-36.9339974674025,40000.0000002969,0.443235175603289,0.117347759000871,0.119188902360884,0.8698,-0.539417435678025,-0.484369681502554,0.00237979,101266720,0.0003942999313753,336859.356441091,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10058,2023-10-07,Auckland,3,3,4,1,0.0,0.0,2023,10,7,6,True,13.8083333333333,5.4,13.3416666666667,1002.40833333333,83.8333333333333,174.504313424711,-36.9321962758851,40000.0000000116,0.443235175600129,0.117347759000034,0.119188902360035,0.8698,-0.539417435678025,-0.484369681502554,0.00247091,101266720,0.0002350806493383,322499.359978742,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10058,2023-10-14,Auckland,7,1,4,1,,0.0,2023,10,14,6,True,17.5333333333333,0.2,23.4666666666667,1016.475,73.4166666666667,174.504313424711,-36.9321962758851,40000.0000000116,0.443235175600129,0.117347759000034,0.119188902360035,0.8698,-0.539417435678025,-0.484369681502554,0.00649536,101266720,0.0002350806493383,322499.359978742,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10058,2023-10-15,Auckland,0,0,4,1,0.0,0.0,2023,10,15,7,True,17.35,4.7,10.95,1022.375,72.1666666666667,174.504313424711,-36.9321962758851,40000.0000000116,0.443235175600129,0.117347759000034,0.119188902360035,0.8698,-0.539417435678025,-0.484369681502554,0.00307556,101266720,0.0002350806493383,322499.359978742,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10058,2023-10-29,Auckland,1,2,8,4,0.6931471805599453,1.3862943611198906,2023,10,29,7,True,16.2666666666667,2.0,34.4166666666667,1007.39166666667,84.9166666666667,174.504313424711,-36.9321962758851,40000.0000000116,0.443235175600129,0.117347759000034,0.119188902360035,0.8698,-0.539417435678025,-0.484369681502554,0.00288482,101266720,0.0002350806493383,322499.359978742,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10059,2023-10-07,Auckland,2,2,0,2,0.6931471805599453,0.6931471805599453,2023,10,7,6,True,13.8083333333333,5.4,13.3416666666667,1002.40833333333,83.8333333333333,174.504372182265,-36.9303950837399,39999.9999999942,0.443235175599935,0.117347758999983,0.119188902359983,0.8698,-0.539417435678025,-0.484369681502554,0.00836892,101266720,8.74247721202434e-05,315217.842056812,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10059,2023-10-14,Auckland,3,3,3,3,1.3862943611198906,1.0986122886681098,2023,10,14,6,True,17.5333333333333,0.2,23.4666666666667,1016.475,73.4166666666667,174.504372182265,-36.9303950837399,39999.9999999942,0.443235175599935,0.117347758999983,0.119188902359983,0.8698,-0.539417435678025,-0.484369681502554,0.01078184,101266720,8.74247721202434e-05,315217.842056812,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10059,2023-10-15,Auckland,1,2,3,0,,,2023,10,15,7,True,17.35,4.7,10.95,1022.375,72.1666666666667,174.504372182265,-36.9303950837399,39999.9999999942,0.443235175599935,0.117347758999983,0.119188902359983,0.8698,-0.539417435678025,-0.484369681502554,0.00447543,101266720,8.74247721202434e-05,315217.842056812,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10059,2023-10-29,Auckland,2,1,3,2,0.6931471805599453,0.6931471805599453,2023,10,29,7,True,16.2666666666667,2.0,34.4166666666667,1007.39166666667,84.9166666666667,174.504372182265,-36.9303950837399,39999.9999999942,0.443235175599935,0.117347758999983,0.119188902359983,0.8698,-0.539417435678025,-0.484369681502554,0.00265711,101266720,8.74247721202434e-05,315217.842056812,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10093,2023-10-01,Auckland,0,1,2,2,1.3862943611198906,0.6931471805599453,2023,10,1,7,True,16.625,0.0,31.1166666666667,1020.75,71.0833333333333,174.506366835101,-36.8691541773939,40000.0000000408,1.14477325440117,0.301473159800307,0.312832851400319,0.8374,-0.491559566238765,-0.435227046683723,0.00198745,382449660,0.0043085762292472,308922.585013187,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10093,2023-10-07,Auckland,2,2,2,2,1.0986122886681098,0.6931471805599453,2023,10,7,6,True,13.8083333333333,5.4,13.3416666666667,1002.40833333333,83.8333333333333,174.506366835101,-36.8691541773939,40000.0000000408,1.14477325440117,0.301473159800307,0.312832851400319,0.8374,-0.491559566238765,-0.435227046683723,0.00486424,382449660,0.0043085762292472,308922.585013187,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10093,2023-10-08,Auckland,2,5,3,1,1.3862943611198906,0.0,2023,10,8,7,True,14.275,0.1,28.725,1010.78333333333,70.9166666666667,174.506366835101,-36.8691541773939,40000.0000000408,1.14477325440117,0.301473159800307,0.312832851400319,0.8374,-0.491559566238765,-0.435227046683723,0.00362053,382449660,0.0043085762292472,308922.585013187,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10093,2023-10-14,Auckland,2,7,2,3,1.0986122886681098,1.0986122886681098,2023,10,14,6,True,17.5333333333333,0.2,23.4666666666667,1016.475,73.4166666666667,174.506366835101,-36.8691541773939,40000.0000000408,1.14477325440117,0.301473159800307,0.312832851400319,0.8374,-0.491559566238765,-0.435227046683723,0.00203649,382449660,0.0043085762292472,308922.585013187,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10093,2023-10-15,Auckland,2,2,1,4,0.6931471805599453,1.3862943611198906,2023,10,15,7,True,17.35,4.7,10.95,1022.375,72.1666666666667,174.506366835101,-36.8691541773939,40000.0000000408,1.14477325440117,0.301473159800307,0.312832851400319,0.8374,-0.491559566238765,-0.435227046683723,0.00155436,382449660,0.0043085762292472,308922.585013187,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10093,2023-10-17,Auckland,4,3,4,1,1.0986122886681098,0.0,2023,10,17,2,False,18.9083333333333,0.1,17.0333333333333,1022.525,84.25,174.506366835101,-36.8691541773939,40000.0000000408,1.14477325440117,0.301473159800307,0.312832851400319,0.8374,-0.491559566238765,-0.435227046683723,0.00322521,382449660,0.0043085762292472,308922.585013187,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10093,2023-10-21,Auckland,5,4,3,2,0.0,0.6931471805599453,2023,10,21,6,True,16.7583333333333,0.0,25.3166666666667,1013.71666666667,77.25,174.506366835101,-36.8691541773939,40000.0000000408,1.14477325440117,0.301473159800307,0.312832851400319,0.8374,-0.491559566238765,-0.435227046683723,0.00103173,382449660,0.0043085762292472,308922.585013187,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10093,2023-10-22,Auckland,5,2,2,1,,0.0,2023,10,22,7,True,16.95,0.2,17.975,1022.675,75.9166666666667,174.506366835101,-36.8691541773939,40000.0000000408,1.14477325440117,0.301473159800307,0.312832851400319,0.8374,-0.491559566238765,-0.435227046683723,0.00334147,382449660,0.0043085762292472,308922.585013187,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10093,2023-10-23,Auckland,3,2,0,4,0.6931471805599453,1.3862943611198906,2023,10,23,1,False,17.8083333333333,2.0,20.2333333333333,1024.26666666667,79.0833333333333,174.506366835101,-36.8691541773939,40000.0000000408,1.14477325440117,0.301473159800307,0.312832851400319,0.8374,-0.491559566238765,-0.435227046683723,0.00167966,382449660,0.0043085762292472,308922.585013187,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10093,2023-10-28,Auckland,1,1,1,2,0.0,0.6931471805599453,2023,10,28,6,True,14.7166666666667,0.0,31.5083333333333,1020.0,61.0,174.506366835101,-36.8691541773939,40000.0000000408,1.14477325440117,0.301473159800307,0.312832851400319,0.8374,-0.491559566238765,-0.435227046683723,0.00261118,382449660,0.0043085762292472,308922.585013187,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10094,2023-10-01,Auckland,1,3,2,0,0.6931471805599453,,2023,10,1,7,True,16.625,0.0,31.1166666666667,1020.75,71.0833333333333,174.506425410167,-36.8673529632874,39999.9999997788,1.14477325439367,0.301473159798333,0.31283285139827,0.8374,-0.491559566238765,-0.435227046683723,0.00387524,382449660,0.0042972486021634,557785.407016204,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10094,2023-10-06,Auckland,1,2,1,2,1.0986122886681098,0.6931471805599453,2023,10,6,5,False,14.6666666666667,2.7,15.425,1010.95833333333,86.9166666666667,174.506425410167,-36.8673529632874,39999.9999997788,1.14477325439367,0.301473159798333,0.31283285139827,0.8374,-0.491559566238765,-0.435227046683723,0.00264184,382449660,0.0042972486021634,557785.407016204,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10094,2023-10-07,Auckland,3,2,0,2,0.6931471805599453,0.6931471805599453,2023,10,7,6,True,13.8083333333333,5.4,13.3416666666667,1002.40833333333,83.8333333333333,174.506425410167,-36.8673529632874,39999.9999997788,1.14477325439367,0.301473159798333,0.31283285139827,0.8374,-0.491559566238765,-0.435227046683723,0.00269732,382449660,0.0042972486021634,557785.407016204,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10094,2023-10-08,Auckland,1,1,1,0,,,2023,10,8,7,True,14.275,0.1,28.725,1010.78333333333,70.9166666666667,174.506425410167,-36.8673529632874,39999.9999997788,1.14477325439367,0.301473159798333,0.31283285139827,0.8374,-0.491559566238765,-0.435227046683723,0.00220044,382449660,0.0042972486021634,557785.407016204,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10094,2023-10-13,Auckland,4,1,3,0,0.6931471805599453,,2023,10,13,5,False,17.2333333333333,0.0,23.35,1017.35,66.5,174.506425410167,-36.8673529632874,39999.9999997788,1.14477325439367,0.301473159798333,0.31283285139827,0.8374,-0.491559566238765,-0.435227046683723,0.01176933,382449660,0.0042972486021634,557785.407016204,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10094,2023-10-14,Auckland,0,2,4,2,,0.6931471805599453,2023,10,14,6,True,17.5333333333333,0.2,23.4666666666667,1016.475,73.4166666666667,174.506425410167,-36.8673529632874,39999.9999997788,1.14477325439367,0.301473159798333,0.31283285139827,0.8374,-0.491559566238765,-0.435227046683723,0.00440209,382449660,0.0042972486021634,557785.407016204,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10094,2023-10-15,Auckland,2,4,3,2,,0.6931471805599453,2023,10,15,7,True,17.35,4.7,10.95,1022.375,72.1666666666667,174.506425410167,-36.8673529632874,39999.9999997788,1.14477325439367,0.301473159798333,0.31283285139827,0.8374,-0.491559566238765,-0.435227046683723,0.00425659,382449660,0.0042972486021634,557785.407016204,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10094,2023-10-17,Auckland,2,3,4,2,0.0,0.6931471805599453,2023,10,17,2,False,18.9083333333333,0.1,17.0333333333333,1022.525,84.25,174.506425410167,-36.8673529632874,39999.9999997788,1.14477325439367,0.301473159798333,0.31283285139827,0.8374,-0.491559566238765,-0.435227046683723,0.00440418,382449660,0.0042972486021634,557785.407016204,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10094,2023-10-21,Auckland,4,1,0,0,0.6931471805599453,,2023,10,21,6,True,16.7583333333333,0.0,25.3166666666667,1013.71666666667,77.25,174.506425410167,-36.8673529632874,39999.9999997788,1.14477325439367,0.301473159798333,0.31283285139827,0.8374,-0.491559566238765,-0.435227046683723,0.00360801,382449660,0.0042972486021634,557785.407016204,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10094,2023-10-22,Auckland,1,2,4,0,1.0986122886681098,,2023,10,22,7,True,16.95,0.2,17.975,1022.675,75.9166666666667,174.506425410167,-36.8673529632874,39999.9999997788,1.14477325439367,0.301473159798333,0.31283285139827,0.8374,-0.491559566238765,-0.435227046683723,0.00472416,382449660,0.0042972486021634,557785.407016204,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10094,2023-10-23,Auckland,0,4,3,5,,1.6094379124341003,2023,10,23,1,False,17.8083333333333,2.0,20.2333333333333,1024.26666666667,79.0833333333333,174.506425410167,-36.8673529632874,39999.9999997788,1.14477325439367,0.301473159798333,0.31283285139827,0.8374,-0.491559566238765,-0.435227046683723,0.00523891,382449660,0.0042972486021634,557785.407016204,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10094,2023-10-28,Auckland,4,5,3,1,,0.0,2023,10,28,6,True,14.7166666666667,0.0,31.5083333333333,1020.0,61.0,174.506425410167,-36.8673529632874,39999.9999997788,1.14477325439367,0.301473159798333,0.31283285139827,0.8374,-0.491559566238765,-0.435227046683723,0.00203597,382449660,0.0042972486021634,557785.407016204,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10095,2023-10-01,Auckland,0,1,1,2,,0.6931471805599453,2023,10,1,7,True,16.625,0.0,31.1166666666667,1020.75,71.0833333333333,174.506483980029,-36.8655517485537,40000.0000000699,1.07455162040188,0.281241226200491,0.299043407440522,0.8403,-0.46847884538348,-0.415113389396607,0.00117027,382449660,0.0045490044070077,599467.086678235,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10095,2023-10-06,Auckland,4,0,4,4,0.6931471805599453,1.3862943611198906,2023,10,6,5,False,14.6666666666667,2.7,15.425,1010.95833333333,86.9166666666667,174.506483980029,-36.8655517485537,40000.0000000699,1.07455162040188,0.281241226200491,0.299043407440522,0.8403,-0.46847884538348,-0.415113389396607,0.00256515,382449660,0.0045490044070077,599467.086678235,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10095,2023-10-07,Auckland,1,3,2,4,0.6931471805599453,1.3862943611198906,2023,10,7,6,True,13.8083333333333,5.4,13.3416666666667,1002.40833333333,83.8333333333333,174.506483980029,-36.8655517485537,40000.0000000699,1.07455162040188,0.281241226200491,0.299043407440522,0.8403,-0.46847884538348,-0.415113389396607,0.00221504,382449660,0.0045490044070077,599467.086678235,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10095,2023-10-08,Auckland,3,1,1,1,0.0,0.0,2023,10,8,7,True,14.275,0.1,28.725,1010.78333333333,70.9166666666667,174.506483980029,-36.8655517485537,40000.0000000699,1.07455162040188,0.281241226200491,0.299043407440522,0.8403,-0.46847884538348,-0.415113389396607,0.00508675,382449660,0.0045490044070077,599467.086678235,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10095,2023-10-13,Auckland,0,1,2,1,1.3862943611198906,0.0,2023,10,13,5,False,17.2333333333333,0.0,23.35,1017.35,66.5,174.506483980029,-36.8655517485537,40000.0000000699,1.07455162040188,0.281241226200491,0.299043407440522,0.8403,-0.46847884538348,-0.415113389396607,0.00317257,382449660,0.0045490044070077,599467.086678235,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10095,2023-10-14,Auckland,2,1,5,2,1.0986122886681098,0.6931471805599453,2023,10,14,6,True,17.5333333333333,0.2,23.4666666666667,1016.475,73.4166666666667,174.506483980029,-36.8655517485537,40000.0000000699,1.07455162040188,0.281241226200491,0.299043407440522,0.8403,-0.46847884538348,-0.415113389396607,0.00354231,382449660,0.0045490044070077,599467.086678235,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10095,2023-10-15,Auckland,1,1,1,0,1.0986122886681098,,2023,10,15,7,True,17.35,4.7,10.95,1022.375,72.1666666666667,174.506483980029,-36.8655517485537,40000.0000000699,1.07455162040188,0.281241226200491,0.299043407440522,0.8403,-0.46847884538348,-0.415113389396607,0.00735554,382449660,0.0045490044070077,599467.086678235,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10095,2023-10-21,Auckland,4,2,2,2,0.6931471805599453,0.6931471805599453,2023,10,21,6,True,16.7583333333333,0.0,25.3166666666667,1013.71666666667,77.25,174.506483980029,-36.8655517485537,40000.0000000699,1.07455162040188,0.281241226200491,0.299043407440522,0.8403,-0.46847884538348,-0.415113389396607,0.00266651,382449660,0.0045490044070077,599467.086678235,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10095,2023-10-22,Auckland,1,1,4,0,1.3862943611198906,,2023,10,22,7,True,16.95,0.2,17.975,1022.675,75.9166666666667,174.506483980029,-36.8655517485537,40000.0000000699,1.07455162040188,0.281241226200491,0.299043407440522,0.8403,-0.46847884538348,-0.415113389396607,0.00299625,382449660,0.0045490044070077,599467.086678235,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10095,2023-10-23,Auckland,0,1,3,2,1.6094379124341003,0.6931471805599453,2023,10,23,1,False,17.8083333333333,2.0,20.2333333333333,1024.26666666667,79.0833333333333,174.506483980029,-36.8655517485537,40000.0000000699,1.07455162040188,0.281241226200491,0.299043407440522,0.8403,-0.46847884538348,-0.415113389396607,0.00229308,382449660,0.0045490044070077,599467.086678235,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10095,2023-10-28,Auckland,2,3,0,3,0.0,1.0986122886681098,2023,10,28,6,True,14.7166666666667,0.0,31.5083333333333,1020.0,61.0,174.506483980029,-36.8655517485537,40000.0000000699,1.07455162040188,0.281241226200491,0.299043407440522,0.8403,-0.46847884538348,-0.415113389396607,0.0022356,382449660,0.0045490044070077,599467.086678235,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10104,2023-10-06,Auckland,1,3,2,0,0.0,,2023,10,6,5,False,14.6666666666667,2.7,15.425,1010.95833333333,86.9166666666667,174.507010874623,-36.8493407877332,39999.9999999825,2.73374389639881,0.723443679999684,0.736125411999679,0.8179,-0.534802508611601,-0.460116627861174,0.00217035,382449660,0.0110680173788697,297916.2076491,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10104,2023-10-07,Auckland,1,2,2,1,,0.0,2023,10,7,6,True,13.8083333333333,5.4,13.3416666666667,1002.40833333333,83.8333333333333,174.507010874623,-36.8493407877332,39999.9999999825,2.73374389639881,0.723443679999684,0.736125411999679,0.8179,-0.534802508611601,-0.460116627861174,0.0050779,382449660,0.0110680173788697,297916.2076491,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10104,2023-10-13,Auckland,2,1,1,2,,0.6931471805599453,2023,10,13,5,False,17.2333333333333,0.0,23.35,1017.35,66.5,174.507010874623,-36.8493407877332,39999.9999999825,2.73374389639881,0.723443679999684,0.736125411999679,0.8179,-0.534802508611601,-0.460116627861174,0.00327166,382449660,0.0110680173788697,297916.2076491,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10104,2023-10-15,Auckland,1,9,5,3,,1.0986122886681098,2023,10,15,7,True,17.35,4.7,10.95,1022.375,72.1666666666667,174.507010874623,-36.8493407877332,39999.9999999825,2.73374389639881,0.723443679999684,0.736125411999679,0.8179,-0.534802508611601,-0.460116627861174,0.00201587,382449660,0.0110680173788697,297916.2076491,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10104,2023-10-28,Auckland,3,0,1,1,1.3862943611198906,0.0,2023,10,28,6,True,14.7166666666667,0.0,31.5083333333333,1020.0,61.0,174.507010874623,-36.8493407877332,39999.9999999825,2.73374389639881,0.723443679999684,0.736125411999679,0.8179,-0.534802508611601,-0.460116627861174,0.00724811,382449660,0.0110680173788697,297916.2076491,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10297,2023-10-01,Auckland,3,4,3,1,,0.0,2023,10,1,7,True,16.625,0.0,31.1166666666667,1020.75,71.0833333333333,174.50479351981,-36.9862789911703,40000.0000000524,2.8261746216037,0.696805114800913,0.864543686001132,0.9219,-0.534616278779066,-0.459137925044621,0.002394,101266720,0.0004306433995021,328994.418954835,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10303,2023-10-01,Auckland,0,3,1,3,1.6094379124341003,1.0986122886681098,2023,10,1,7,True,16.625,0.0,31.1166666666667,1020.75,71.0833333333333,174.505146611012,-36.9754719235026,39999.9999994878,0.858917312789001,0.211769809717288,0.262747859956635,0.8759,-0.515357713762833,-0.459111031698952,0.00256805,101266720,2.05884726030253e-05,569473.588777828,1,66.922,67.6,16.66,7,10.9,44.3,82.9
10304,2023-10-01,Auckland,1,2,0,3,0.0,1.0986122886681098,2023,10,1,7,True,16.625,0.0,31.1166666666667,1020.75,71.0833333333333,174.50520544124,-36.9736707433595,39999.9999994237,0.0,0.0,0.0,0.8693,-0.517088264150468,-0.46820567843471,0.00198866,101266720,1.96331620193411e-05,640630.745198504,1,66.922,67.6,16.66,7,10.9,44.3,82.9
